

Unfortunately all 100 could not be downloaded because some images were not downloadable. 97 is all we got for this search filter!
100 113.15317606925964 0.0
         736646 function calls (727935 primitive calls) in 113.597 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 __init__.py:2271(_check_shape)
       66    0.000    0.000    0.000    0.000 {method 'get_vfuncs' of 'ObjectInfo' objects}
       28    0.000    0.000    0.000    0.000 inspect.py:1826(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1644(FigureCanvasBase)
       84    0.000    0.000    0.000    0.000 inspect.py:1708(_signature_get_user_defined_method)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
      685    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7f12a269c5e0}
       51    0.000    0.000    0.000    0.000 rcsetup.py:407(validate_fontsize)
      108    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f12a5d69af0}
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       60    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
        1    0.000    0.000    0.000    0.000 _ossighelper.py:17(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
      412    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        6    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       10    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:70(SafeUUID)
      448    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:3118(view)
        1    0.000    0.000    0.000    0.000 cm.py:211(ScalarMappable)
        8    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 colorbar.py:1189(Colorbar)
       40    0.000    0.000    0.000    0.000 deprecation.py:192(_deprecated_property)
       38    0.000    0.000    0.000    0.000 __init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 stringprep.py:2(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        2    0.000    0.000    0.000    0.000 pathlib.py:1277(mkdir)
        1    0.000    0.000    0.000    0.000 _methods.py:65(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 GLib.py:694(IOChannel)
        8    0.000    0.000    0.000    0.000 client.py:529(_read_and_discard_trailer)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      145    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       62    0.000    0.000    0.000    0.000 {method 'get_fields' of 'StructInfo' objects}
        1    0.000    0.000    0.000    0.000 scale.py:204(LogTransform)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        3    0.000    0.000    0.000    0.000 __init__.py:498(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       67    0.000    0.000    0.000    0.000 {method 'get_interfaces' of 'ObjectInfo' objects}
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       59    0.000    0.000    0.000    0.000 __init__.py:21(__new__)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
       44    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      212    0.000    0.000    0.000    0.000 transforms.py:1262(<genexpr>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5707(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method 'get_parent' of 'ObjectInfo' objects}
       12    0.000    0.000    0.000    0.000 subprocess.py:1632(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:431(SymmetricalLogScale)
       26    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:59(<genexpr>)
       19    0.000    0.000    0.000    0.000 path.py:193(_update_values)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       30    0.000    0.000    0.000    0.000 numeric.py:1865(isscalar)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
      318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        1    0.000    0.000    0.000    0.000 Gtk.py:1379(TreeViewColumn)
        1    0.000    0.000    0.000    0.000 _propertyhelper.py:20(<module>)
        1    0.000    0.000    0.000    0.000 _signalhelper.py:20(<module>)
      252    0.000    0.000    0.000    0.000 rcsetup.py:58(func)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:210(_set_array_types)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
      154    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
      107    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.000    0.000 Gtk.py:725(TextBuffer)
        1    0.000    0.000    0.000    0.000 request.py:2142(FancyURLopener)
        1    0.000    0.000    0.000    0.000 core.py:6453(__array_finalize__)
        1    0.000    0.000    0.000    0.000 Gtk.py:717(RecentInfo)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       24    0.000    0.000    0.000    0.000 {method 'get_methods' of 'InterfaceInfo' objects}
        1    0.000    0.000    0.000    0.000 ast.py:51(literal_eval)
       25    0.000    0.000    0.000    0.000 enum.py:332(__getattr__)
        1    0.000    0.000    0.000    0.000 _gtktemplate.py:20(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
      518    0.000    0.000    0.000    0.000 inspect.py:2531(default)
      189    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
       25    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
        2    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        1    0.000    0.000    0.000    0.000 scale.py:515(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:560(LogitScale)
       73    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        9    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        1    0.000    0.000    0.000    0.000 Gtk.py:709(IMContext)
        1    0.000    0.000    0.000    0.000 mathtext.py:1078(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       25    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
       30    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       12    0.000    0.000    0.000    0.000 __init__.py:1893(get_aliased_and_aliases)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 google_images_download.py:621(create_directories)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:339(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
       31    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
        1    0.000    0.000    0.000    0.000 Gtk.py:426(ComboBox)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:491(NavigationToolbar2GTK3)
        1    0.000    0.000    0.000    0.000 Gtk.py:220(Editable)
        1    0.000    0.000    0.000    0.000 dates.py:579(DateFormatter)
       42    0.000    0.000    0.000    0.000 docstring.py:43(update)
       57    0.000    0.000    0.000    0.000 re.py:270(escape)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2630(FigureManagerBase)
        2    0.000    0.000    0.000    0.000 core.py:6629(__init__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1656(DraggableBase)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      141    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
       78    0.000    0.000    0.000    0.000 _internal.py:791(<genexpr>)
       67    0.000    0.000    0.000    0.000 {method 'get_fields' of 'ObjectInfo' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
       40    0.000    0.000    0.000    0.000 deprecation.py:211(finalize)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      143    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.000    0.000 Gtk.py:173(Container)
      436    0.000    0.000    0.000    0.000 {method 'get_direction' of 'gi.ArgInfo' objects}
        1    0.000    0.000    0.000    0.000 _layoutbox.py:1(<module>)
       57    0.000    0.000    0.000    0.000 <frozen zipimport>:308(_get_module_path)
        8    0.000    0.000    0.000    0.000 request.py:686(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:602(SubplotSpec)
      103    0.000    0.000    0.000    0.000 inspect.py:2234(<lambda>)
       67    0.000    0.000    0.000    0.000 {method 'get_class_struct' of 'ObjectInfo' objects}
        1    0.000    0.000    0.000    0.000 Gtk.py:956(TreeSortable)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 contour.py:670(ContourSet)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
      237    0.000    0.000    0.000    0.000 {method 'get_name_unescaped' of 'gi.BaseInfo' objects}
       14    0.000    0.000    0.000    0.000 rcsetup.py:623(validate_capstyle)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
      105    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1534(_fix_up_module)
       14    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       68    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       80    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       30    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 widgets.py:672(TextBox)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:442(Quiver)
